id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
25096,Elefante Blanco,Elefante Blanco: Construcción de la nueva sede del Ministerio de Desarrollo Humano y Hábitat,En ejecución,Arquitectura,Ministerio de Desarrollo Urbano y Transporte,"El proyecto tiene por finalidad la relocalización del Ministerio de Desarrollo Humano y Hábitat -a la fecha repartido en distintos establecimientos y dependencias-, centralizando sus actividades en un único edificio de nueva planta. El proyecto forma parte de un plan de reactivación integral del área, que incluye aceras, calzadas y espacios públicos a escala metropolitana. El nuevo Ministerio proporcionará las condiciones necesarias de confort y seguridad para el correcto desempeño de las actividades que allí se desarrollen posibilitando, además, un beneficio en la la integración social con el tejido barrial.",475180360,8,Villa Lugano,Avenida Piedra Buena y calle Hubac,-34.671697,-58.493556,18/12/2017,18/04/2019,16,98,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_construccionmdhyh_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_construccionmdhyh_foto2.jpg,https://www.youtube.com/watch?v=X2REOtf6BhY,,Niro Construcciones S.A.,2017,Licitación Pública,1243- SIGAF/17,33588171979,9018,,SI,SI,,https://www.buenosaires.gob.ar/baobras/elefante-blanco,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/297,16336926-MGEYA-DGIURB-2017,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2017-25575035-MGEYA-DGTALAPRA.pdf,
25097,Parque de la Innovación,Parque de la  Innvación.,En ejecución,Espacio Público,Ministerio de Desarrollo Urbano y Transporte,"El Parque de la Innovación será un polo científico-tecnológico abierto a estudiantes, científicos y académicos que busca reflejar una política integral basada en la innovación. Estará ubicado en tierras propiedad de la Ciudad, actualmente utilizadas por el Tiro Federal en el barrio de Núñez.",,13,Nuñez,"Udaondo, Guillermo Av. 1101 ",-34.544542,-58.450763,,16/06/2019,,0,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,,,,,,,,,,,https://www.buenosaires.gob.ar/baobras/parque-de-la-innovacion,,,,
25098,Puente Lacarra,Puente Lacarra,Finalizada,Transporte,Ministerio de Desarrollo Urbano y Transporte,"Una obra prometida a los vecinos y postergada por más de 50 años. Una forma de conectar más aún la Ciudad con la Provincia. Con nuevos espacios verdes y luminarias LED. Un proyecto que posibilitará que miles de personas viajen en forma rápida y segura todos los días, mejorando su calidad de vida.",249900000,8,Villa Soldati,27 De Febrero Av. y Autopista Presidente Héctor J. Cámpora,-34.675416,-58.441243,01/03/2017,20/09/2018,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_renderpuentelacarra_foto1.jpg,https://www.youtube.com/watch?v=ndiA9-9rJn0,,,ELEPRINT S.A. - EMPRESA CONSTRUCTORA ARGENTINA DE SERVICIOS S.A. - PUENTE LACARRA - UNION TRANSITORIA,2016,Licitación Pública,2016-01-0027-00,30715488449,500000,100,,SI,,https://www.buenosaires.gob.ar/baobras/puente-lacarra,https://documentosboletinoficial.buenosaires.gob.ar/publico/20161018.pdf,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-23242378-MGEYA-APRA.pdf,
25099,Plazas y Parques de Comuna 2,Terraza verde CEC / Plaza República Federativa de Brasil,Finalizada,Espacio Público,Ministerio de Desarrollo Urbano y Transporte,"Un parque formado por una plaza, una cubierta de vegetación y un sistema de senderos en el entorno del nuevo Centro de Exposiciones y Convenciones de la Ciudad.",,2,Recoleta,Figueroa Alcorta 2010,-34.584397,-58.38968,,04/11/2016,,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_comuna2_plazarepublicafederativadebrasil_foto1.jpg,,,,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-2,,,,
25100,Viaducto Mitre,Viaducto Mitre,En ejecución,Transporte,Ministerio de Desarrollo Urbano y Transporte,"La obra del viaducto consiste en la elevación de una parte de la traza que recorre actualmente el ferrocarril Mitre - Ramal Tigre, contemplando también la construcción de dos nuevas estaciones sobre nivel.  ",2056759546.88,13,Belgrano,Juramento Av. 1701,-34.558521,-58.449563,10/06/2017,10/10/2019,28,94,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_dovelasviaductomitre_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_dovelasviaductomitre_foto2.jpg,https://www.youtube.com/watch?v=ruiClTslqbY,,BENITO ROGGIO E HIJOS S.A. - JOSE J. CHEDIACK S.A.I.C.A. - U.T.,2016,Licitación Pública,33-AUSA/16,30715540327,,,,SI,,https://www.buenosaires.gob.ar/baobras/viaducto-mitre,https://documentosboletinoficial.buenosaires.gob.ar/publico/20161130.pdf,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-03594141-MGEYA-APRA.pdf,
25101,Viaducto San Martín,Viaducto San Martín,En ejecución,Transporte,Ministerio de Desarrollo Urbano y Transporte,"Un proyecto que -por su extensión e impacto- es uno de los más importantes de la Ciudad. Que agiliza los tiempos en el tránsito y mejora la seguridad vial, beneficiando a pasajeros del tren, automovilistas, usuarios de colectivos y peatones.",3098820470,15,Villa Crespo,CORRIENTES AV. 6091,-34.59249,-58.446203,01/04/2017,22/07/2019,27,88,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/viaducto-san-martin-foto1-web.jpg ,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/viaducto-san-martin-foto2-web.jpg ,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/viaducto-san-martin-foto3-web.jpg ,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/viaducto-san-martin-foto4-web.jpg,Green SA-Rottio SA-VFE- UTE,2016,Licitación Pública,2016-01-0029-00,30715505165,,,,SI,,https://www.buenosaires.gob.ar/baobras/viaducto-san-martin,https://cdn2.buenosaires.gob.ar/baobras/PCPET%20C2016-01-0029%20Viaducto%20Ferroviario%20LSM.PDF,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2015-24247128-MGEYA-APRA.pdf,
25102,Parque del Bajo,Parque del Bajo: Corrimiento Av. Rábida,Finalizada,Espacio Público,Ministerio de Desarrollo Urbano y Transporte,"Se modificará la geometría de la avenida, generando una mejora en el flujo entre las avenidas Paseo Colón y Leandro N. Alem y para los 53.500 vehículos particulares que transitan esta arteria. Esto se debe a que se modificó la geometría de la Avenida y porque se agregó un carril por sentido para autos particulares. Las obras ejecutadas para el Metrobus del Bajo previeron el diseño final de la nueva Av. Rábida para que circule por allí, sin inconvenientes, sobre sus nuevos dos carriles. En esta parte de la Rábida, el Metrobus circulará en los dos carriles (uno por sentido) y no tendrá paradas. Las líneas de colectivos que pasarán por allí son 16: 195 -74 -93 -64 -29 -143- 130 -33 -152 -62 - 7 - 56 - 126 - 91 - 22 - 28. De esta manera, queda configurada la avenida con seis carriles para vehículos particulares, tres por cada sentido y dos carriles, uno para cada sentido, destinados al Metrobus. (se agregan dos carriles, antes había tres carriles por mano, es decir 6 en total: dos para Metrobus y cuatro para vehículos particulares)",,1,San Nicolás,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",-34.60517,-58.367929,27/07/2018,20/02/2018,,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt6/mduyt_parquedelbajoespacioverde_foto1.jpg,,,,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/parque-del-bajo-0,,,,
25103,Parque del Bajo,Parque del Bajo: playa de estacionamiento y regulación.,En ejecución,Espacio Público,Ministerio de Desarrollo Urbano y Transporte,"Se eliminarán los estacionamientos de autos y de colectivos en superficie y se construirá estacionamiento subterráneo de 2 niveles: Primer subsuelo:Playa de regulación. Apta para 46 colectivos, correspondientes a las líneas 74, 105, 146 y 159. El ingreso y la salida a esta playa de regulación es por la calle Perón ya que solo contará con una sola rampa exclusiva. Dentro de la playa, los colectivos bajarán a regular sin pasajeros. Esta actividad les llevaría, aproximadamente, entre 10 y 15 minutos. Segundo subsuelo: Estacionamiento para 309 vehículos oficiales de las dependencias y reparticiones de la administración pública nacional. Deben pertenecer al Poder Ejecutivo Nacional. El Ingreso y la salida es por Madero. Allí tendrá dos rampas. Se estima que esté finalizado para mayo 2019.",466270740,1,San Nicolás,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",-34.60517,-58.367929,15/12/2017,30/05/2019,17,49,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,Constructora Sudamericana S.A.,,,,30610895456,,,SI,,,https://www.buenosaires.gob.ar/baobras/parque-del-bajo-0,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/302,,,
25104,Puente Argerich,Puente Argerich,Finalizada,Transporte,Ministerio de Desarrollo Urbano y Transporte,Creación de un nuevo cruce vehicular y peatonal sobre nivel,19306770,7,Flores,Argerich 101,-34.629686,-58.471813,08/01/2017,30/07/2018,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_puenteargerich_foto1.jpg,https://www.youtube.com/watch?v=UDUigXekFBo,,,ELEPRINT S.A. - EMPRESA CONSTRUCTORA ARGENTINA DE SERVICIOS S.A. - PUENTE LACARRA - UNION TRANSITORIA,2012,Licitación Pública,2012-01-0009-00,30715488449,,,,SI,,https://www.buenosaires.gob.ar/baobras/puente-argerich,https://www.ausa.com.ar/licitaciones-publicas-detalle/?l=39,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-1608170-2012.pdf,
25105,Museos,Museo de Arte Moderno de Buenos Aires,Finalizada,Arquitectura,Ministerio de Desarrollo Urbano y Transporte,"El proyecto consiste en una actualización íntegra y reordenamiento de los espacios del Museo de Arte Moderno de Buenos Aires, comprendiendo dos edificios: el actual, donde funcionó en sus inicios la tabacalera Nobleza Piccardo - el continuo, perteneciendo anteriormente al museo del cine, cuya fachada fue reformada previo a esta obra. El MAMBA es considerado un museo líder de vanguardia en el mundo, el cual ofrece contenidos artísticos -exposiciones temporarias y de patrimonio, programas, publicaciones, ciclos de cine, música y teatro experimental- de primer nivel internacional.",46477147,1,San Telmo,Av. San Juan 350,-34.622097,-58.370716,23/08/2017,21/01/2019,17,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_mamba_foto1.png,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_mamba_foto2.png,https://www.youtube.com/watch?v=cFVJhglluEI,,ASHOKA CONSTRUCCIONES S.A,2017,Licitación Pública,846-SIGAF/2017,30710401914,,,,SI,,https://www.buenosaires.gob.ar/baobras/museos,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/285,8.631.042-DGIGUB/2017,,
25106,"Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta","Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta",Finalizada,Hidráulica e Infraestructura,Ministerio de Desarrollo Urbano y Transporte,"Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta que permite disponer de información confiable y precisa necesaria para aumentar la capacidad de predicción de mal tiempo en la Ciudad, advirtiendo sobre probables inundaciones y mejorando el manejo de situaciones de emergencia y recuperación.",116460262,15,Chacarita,Guzmán 201,-34.590027,-58.450485,31/10/2016,01/11/2019,37,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_sat_sihvigila_foto1.png,,,,AUTOTROL SA - WDT INC,2014,,,30504913712,,20,SI,,,https://www.buenosaires.gob.ar/baobras/sistema-hidrometeorologico-integral-de-observacion-vigilancia-y-alerta-0,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/index.php/licitation/index/id/171,,,
25107,Pasos Bajo Nivel,Paso Bajo Nivel Balbín: Aliviadores ,Finalizada,Hidráulica e Infraestructura,Ministerio de Desarrollo Urbano y Transporte,"Se prevé una readecuación general del sistema hidráulico y la instalación de una estación de bombeo dotada de grupo electrógeno, que permitirá su funcionamiento ante cortes de energía eléctrica.",40600521,12,Saavedra,"Balbín, Ricardo, Dr. Av. Y Plaza",-34.5549058036,-58.4866632545,12/01/2017,30/04/2018,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_aliviadores_pbnbalbin_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_aliviadores_pbnbalbin_foto2.jpg,,,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/pasos-bajo-nivel,,,,
25108,Donado Holmberg,Ex Au 3: Soluciones Habitacionales IV ,Finalizada,Arquitectura,Ministerio de Desarrollo Urbano y Transporte,"Obra en ejecución con 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2).",51377671,12,Villa Urquiza,Av Monroe 4243/75,-34.5689802,-58.4776984,26/06/2017,30/09/2018,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_donadoholmberg_solucioneshabitacionalesIV_foto1.jpg,,,,Warlet S.A.,2017,,,30700435853,,45,,,,https://www.buenosaires.gob.ar/baobras/Donado-Holmberg,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/uploads/ba5f908343d15e689577c0bb78d60d2c.pdf,,,
25109,Donado Holmberg,Ex Au 3: Soluciones Habitacionales V,Finalizada,Arquitectura,Ministerio de Desarrollo Urbano y Transporte,"Construcción de un nuevo edificio, en el marco de la Ley 3.396, de aproximadamente 72 unidades funcionales para los beneficiarios de la ex au3. La unidad ejecutora está a cargo del relevamiento, diseño inicial y computo del proyecto, mientras que la licitación y ejecución de la obra estará a cargos de la DGOIyA (SSobras). El edificio estará ubicado en el sector 5 de la traza y poseerá una superficie aproximada de 8.100 m2. Las soluciones habitacionales se distribuyen de la siguiente manera: 51 de 4 ambientes y 21 de 3 ambientes. El edificio poseerá además en planta baja 4 locales comerciales.",134549451,12,Villa Urquiza,P. I. Rivera 4216/84,-34.567346,-58.479049,12/12/2017,15/05/2019,17,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_donadoholmberg_solucioneshabitacionalesV_foto1.jpg,,,,INGECONS S.A.,2017,Licitación Pública ,1222-SIGAF/2017,30683399333,,,,,,https://www.buenosaires.gob.ar/baobras/Donado-Holmberg,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/293, 15733812-MGEYA-DGOIYA-2017,,
25113,Eje Cívico,Plaza de Mayo: Puesta en Valor,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"El proyecto se realiza en el marco de las obras de puesta en valor del Eje Cívico, bajo la idea rectora de mantener los vestigios de la traza original. se amplían las superficies de reunión y de encuentro, reduciendo un carril vehicular en cada lateral e incorporándolo a la superficie total de la plaza, ensanchando las veredas peatonales e incorporando nuevos canteros arbolados. Se reemplaza la totalidad del solado existente, recuperando el tradicional color blanco de la plaza, y el proyecto paisajístico general remodelando los parterres existentes. Asimismo se ejecutaron tareas de restauración y puesta a punto de las fuentes, conjuntos escultóricos e instalaciones en general, incorporando un sistema de riego automático.",43792575,1,San Nicolás,"Balcarce, Av. Rivadavia, Bolívar, Hipólito Yrigoyen",-34.608434,-58.37218,16/11/2017,16/02/2018,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto4.jpg,Urbaser Argentina S.A - Ceob Sa Ute,2017,,,30714682489,,,SI,,,https://www.buenosaires.gob.ar/baobras/eje-civico,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133251,,,
25114,Plazas y Parques de Comuna 11,Laterales vías del tren.,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Se pondrá en valor los sectores laterales del tren que actualmente se encuentran muy degradados. Se va agregar nuevo mobiliario, iluminación y paisajismo. Esto va a revalorizar la zona y además servir de espacio verde para la sede de la Comuna 11 que se encuentra lindera a este sector.  ",8000000,11,Villa Devoto,Cuenca y Ricardo Gutierrez,-34.601634,-58.495342,01/10/2018,06/02/2019,4,100,https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png,,,,,2018,,,,,,SI,,SI,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-11,,,,
25115,Plazas y Parques de Comuna 14,Parque voley playa.,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Se creará una cancha de Voley con medidas profesionales en el sector del Velódromo dentro del Parque Tres de Febrero. Esta contará de gradas para el público, iluminación, bebederos, mobiliario y nuevos caminos de  accesos a la zona. ",10000000,14,Palermo,Av. Belisario Roldan y vías FF Mitre,-34.566371,-58.414951,01/10/2018,31/12/2018,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna14_voleyplayarender_foto1.jpg,,,,,2018,,,,,,SI,,SI,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14,,,,
25116,Plazas y Parques de Comuna 15,Agronomía - Circuito Aeróbico,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Sobre la Av. Beiró se realizara un nuevo circuito en una zona que actualmente es muy usada por los vecinos y no se encuentra en condiciones. Se creará un nuevo solado con mobiliario a lo largo del recorrido. Además se agregará una estación de postas aeróbicas, iluminación y bebederos a lo largo de este.",3000000,15,Agronomía,"Av. De los Constituyentes, Gutenberg, Beiró",-34.5959,-58.48185,01/11/2018,28/02/2019,3,100,https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png,,,,,2018,,,,,,SI,,SI,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-15,,,,
25118,Plazas y Parques de Comuna 9,Parque Avellaneda: Nuevo circuito aeróbico,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Se creará un circuito aeróbico de 3 km de largo por el pedido de los vecinos del barrio. Este contará con dos estaciones de postas aeróbicas y una estación para adultos mayores. Se colocarán bebederos a lo largo del recorrido, mobiliario e iluminación para brindar seguridad a lo largo de todo el recorrido. ",11000000,9,Parque Avellaneda,Av. Directorio y Lacarra,-34.645133,-58.478717,01/11/2018,28/02/2019,3,100,https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png,,,,,2018,,,,,,SI,,SI,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9,,,,
25124,Entorno Ciudad Universitaria,Vagón La Burgoise en FADU-UBA: Proyecto,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Entorno Urbano - Ciudad Universitaria,2185031,13,Palermo,,-34.540727,-58.445239,06/03/2018,06/03/2018,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderciudaduniversitariavagonfadu_foto1.jpg,,,,Dagresa Vial Construcciones SRL,2018,,,33712269079,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-ciudad-universitaria,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-07628309-DGRU.pdf,,,
25125,Entorno Microcentro,Calle Paraguay: Ampliación de aceras,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra complementaria al Plan Microcentro,23936801,1,Retiro,,-34.597618,-58.377851,07/11/2016,02/06/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,,2016,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17955618-DGORU.pdf,,,
25126,Entorno Microcentro,Ex Banco Argentino Uruguayo: Conservación de la fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra complemenmtaria al Plan Microcentro que pone en valor la fachada patrimonial,23551750,1,Montserrat,,-34.6076,-58.37377,01/06/2018,01/04/2019,10,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,Hit Construcciones S.A,2018,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://docs.google.com/spreadsheets/d/1vbgaccQwyCP0qJbhKycY0CABqxFoyY6e4I9aOUzQXrU/edit#gid=1500547326,,,
25127,Entorno Once,Plaza Miserere: Puestos gastronómicos,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -obra en el marco del Plan Integral Once, se reemplazan los puestos gastronómicos deteriorados por infraestructura con mayores condiciones de higiene.",2794380,3,Balvanera,CATAMARCA y RIVADAVIA AV.,-34.609804,-58.40702,01/03/2018,21/03/2018,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_puestosgastronomicos_miserere_foto1.jpg,,,,Estilo Quarzo S.R.L,2018,Licitación Privada,44/SIGAF/2017,30711780846,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-once,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-20701622-DGRU.pdf,15.262.709/DGRU/2017,,
25128,Plan Tribunales,Plaza Lavalle: Puestos de libreros,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Obra En El Marco Del Plan Integral Tribunales, se reemplazan los puestos de libreros por unidades con mayor calidad paisajística y funcional.",6260797,1,San Nicolás,,-34.602585,-58.384883,01/09/2018,31/12/2018,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_librerosrender_foto1.jpg,,,,,2018,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-10733759-SSAGUEP.pdf,,,
25129,Entorno Liniers,Plan Liniers,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra En El Marco Del Plan Integral Liniers,79421902,9,Liniers,,-34.640552,-58.527599,14/09/2018,14/05/2019,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_liniers_suarezconempedrado_foto1.jpg,,,,,2018,,,,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-liniers,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-16642479-DGFEP.pdf,,,
25130,Entorno Constitución,Plan Constitución,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra En El Marco Del Plan Integral Constitución,56525534,1,Constitución,,-34.627812,-58.382229,09/10/2018,09/08/2019,10,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,,2018,,,,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-constitucion,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-17039254-SSAGUEP.pdf,,,
25133,Hospital Gutiérrez,Entorno Hospital Gutierrez,En ejecución,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos urbanos. El Proyecto Tiene Como Objetivo Mejorar Las Condiciones Del Espacio Público Que Conforma El Entorno Inmediato Al Hospital, mediante la ejecución de las veredas",13499518,2,Recoleta,SANCHEZ DE BUSTAMANTE 1440,-34.594061,-58.412253,26/12/2018,15/07/2019,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_hospitalgutierrezrender_foto1.jpg,,,,,2018,,,,,,,,, https://www.buenosaires.gob.ar/baobras/hospital-gutierrez ,,,,
25134,Veredas de comuna 1,25 de Mayo: Reparación de veredas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Obra compleja de 2 cuadras, entre Tucumán y Córdoba",4163470,1,San Nicolás,25 DE MAYO 601,-34.600644,-58.371249,21/10/2017,09/02/2018,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto4.jpg,Naku Construcciones S.R.L,2016,,,30575292174,,,,,, https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-1 ,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244,,,
25135,Veredas de comuna 5,Av. Boedo: Reparación de veredas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Obra compleja de 3 cuadras, entre Juan de Garay y Constitución",12444131,5,Boedo,BOEDO AV. 1287,-34.628748,-58.415992,27/10/2017,26/02/2018,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto4.jpg,Altote S.A,2016,,,30707431896,,,,,,https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-5,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244,,,
25136,Veredas de comuna 1,Av. Bartolomé Mitre: Reparación de veredas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Obra compleja de 3 cuadras,entre Diagonal Norte-C. Pellegrini",8186010,1,San Nicolás,"MITRE, BARTOLOME 601",-34.606843,-58.375159,11/11/2017,31/01/2018,2,100,https://cdn2.buenosaires.gob.ar/baobras/veredas/ssvp_reparaciondeveredas_bartolomemitre_foto1.png,https://cdn2.buenosaires.gob.ar/baobras/veredas/ssvp_reparaciondeveredas_bartolomemitre_foto1.png,,,Altote S.A,2016,,,30707431896,,,,,, https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-1 ,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244,,,
